variant,prompt,machine_id,expected_status,actual_status,status_match,rul,sensor_id,severity,spike_value,rubric_aggregate,latency_ms,hit,status
V1_no_severity,vibration above normal on Machine 4,4.0,ONLINE,ONLINE,True,33.99628448486328,Xs0,MEDIUM,0.72,5.0,1414.4117832183838,,
V1_no_severity,coolant flow disruption on Machine 5,5.0,ONLINE,ONLINE,True,55.96887969970703,W3,MEDIUM,0.72,5.0,1181.9660663604736,,
V1_no_severity,catastrophic bearing failure on Machine 1,1.0,OFFLINE,OFFLINE,True,8.131926536560059,Xs2,MEDIUM,0.93,5.0,1183.38942527771,,
V1_no_severity,complete motor breakdown on Machine 2,2.0,OFFLINE,DEGRADED,False,26.999662399291992,W0,MEDIUM,0.92,5.0,1058.412790298462,,
V1_no_severity,oil pressure rupture on Machine 3,3.0,OFFLINE,OFFLINE,True,11.586629867553711,Xs4,MEDIUM,0.93,5.0,1180.1989078521729,,
V1_no_severity,explosion in Machine 4,4.0,OFFLINE,OFFLINE,True,7.402377128601074,Xs2,MEDIUM,0.94,5.0,1302.4444580078125,,
V1_no_severity,shaft lock on Machine 5,5.0,OFFLINE,DEGRADED,False,26.219141006469727,W0,MEDIUM,0.93,5.0,1188.2927417755127,,
V1_no_severity,bearing overheat on metal press,1.0,ONLINE,ONLINE,True,38.6883430480957,Xs2,MEDIUM,0.78,5.0,1174.8745441436768,,
V1_no_severity,oil pressure surge on QC line,5.0,ONLINE,ONLINE,True,38.79482650756836,Xs4,MEDIUM,0.78,5.0,1181.2775135040283,,
V1_no_severity,catastrophic failure on paint and coat,2.0,OFFLINE,OFFLINE,True,7.807437419891357,Xs2,MEDIUM,0.91,5.0,1660.299301147461,,
V1_no_severity,hi,1.0,REJECTED,REJECTED,True,,,,,,0.002384185791015625,,
V1_no_severity,what is the weather today,1.0,REJECTED,REJECTED,True,,,,,,0.00667572021484375,,
V2_no_correlations,minor bearing wobble on Machine 1,1.0,ONLINE,ONLINE,True,83.36285400390625,Xs0,LOW,0.55,5.0,1529.8330783843994,,
V2_no_correlations,slight motor temp drift on Machine 2,2.0,ONLINE,ONLINE,True,80.3216552734375,Xs3,LOW,0.58,5.0,1658.700942993164,,
V2_no_correlations,subtle pressure creep on Machine 3,3.0,ONLINE,ONLINE,True,79.2446060180664,Xs4,LOW,0.61,5.0,1540.5423641204834,,
V2_no_correlations,intermittent vibration on Machine 4,4.0,ONLINE,ONLINE,True,80.45606994628906,Xs0,LOW,0.61,5.0,1305.267333984375,,
V2_no_correlations,early sign of coolant flow drop on Machine 5,5.0,ONLINE,ONLINE,True,82.27392578125,W3,LOW,0.55,5.0,1179.213285446167,,
V2_no_correlations,bearing temperature spike on Machine 1,1.0,ONLINE,ONLINE,True,56.33053970336914,Xs2,MEDIUM,0.78,5.0,1192.6546096801758,,
V2_no_correlations,motor temp anomaly on Machine 2,2.0,ONLINE,ONLINE,True,70.2454605102539,Xs3,MEDIUM,0.72,5.0,1056.3116073608398,,
V2_no_correlations,oil pressure surge on Machine 3,3.0,ONLINE,ONLINE,True,72.05616760253906,Xs4,MEDIUM,0.78,5.0,1423.8789081573486,,
V2_no_correlations,vibration above normal on Machine 4,4.0,ONLINE,ONLINE,True,70.89403533935547,Xs0,MEDIUM,0.76,5.0,1182.2080612182617,,
V2_no_correlations,coolant flow disruption on Machine 5,5.0,ONLINE,ONLINE,True,80.39214324951172,W3,MEDIUM,0.72,5.0,1185.377836227417,,
V2_no_correlations,catastrophic bearing failure on Machine 1,1.0,OFFLINE,DEGRADED,False,26.38901138305664,Xs2,HIGH,0.91,5.0,1174.2758750915527,,
V2_no_correlations,complete motor breakdown on Machine 2,2.0,OFFLINE,ONLINE,False,86.3148422241211,W0,HIGH,0.96,5.0,1631.1864852905273,,
V2_no_correlations,oil pressure rupture on Machine 3,3.0,OFFLINE,ONLINE,False,35.28227996826172,Xs4,HIGH,0.93,5.0,1210.2851867675781,,
V2_no_correlations,explosion in Machine 4,4.0,OFFLINE,DEGRADED,False,24.48406219482422,Xs2,HIGH,0.94,5.0,1305.0074577331543,,
V2_no_correlations,shaft lock on Machine 5,5.0,OFFLINE,ONLINE,False,85.61796569824219,W0,HIGH,0.92,5.0,1884.7057819366455,,
V2_no_correlations,bearing overheat on metal press,1.0,ONLINE,ONLINE,True,64.78719329833984,Xs2,MEDIUM,0.72,5.0,1534.4123840332031,,
V2_no_correlations,oil pressure surge on QC line,5.0,ONLINE,ONLINE,True,76.0561294555664,Xs4,MEDIUM,0.78,5.0,1540.9276485443115,,
V2_no_correlations,catastrophic failure on paint and coat,2.0,OFFLINE,DEGRADED,False,25.93964958190918,Xs2,HIGH,0.91,5.0,1544.459581375122,,
V2_no_correlations,hi,1.0,REJECTED,REJECTED,True,,,,,,0.002384185791015625,,
V2_no_correlations,what is the weather today,1.0,REJECTED,REJECTED,True,,,,,,0.00762939453125,,
V4_force_medium_multiplier,minor bearing wobble on Machine 1,1.0,ONLINE,ONLINE,True,47.2496223449707,Xs2,LOW,0.58,5.0,2353.741407394409,,
V4_force_medium_multiplier,slight motor temp drift on Machine 2,2.0,ONLINE,ONLINE,True,54.789432525634766,Xs3,LOW,0.58,5.0,1714.8113250732422,,
V4_force_medium_multiplier,subtle pressure creep on Machine 3,3.0,ONLINE,ONLINE,True,52.5753059387207,Xs4,LOW,0.58,5.0,1597.0044136047363,,
V4_force_medium_multiplier,intermittent vibration on Machine 4,4.0,ONLINE,ONLINE,True,50.25943374633789,Xs0,LOW,0.58,5.0,1655.4920673370361,,
V4_force_medium_multiplier,early sign of coolant flow drop on Machine 5,5.0,ONLINE,ONLINE,True,61.56734085083008,W3,LOW,0.58,5.0,1540.278673171997,,
V4_force_medium_multiplier,bearing temperature spike on Machine 1,1.0,ONLINE,ONLINE,True,37.9365234375,Xs2,MEDIUM,0.78,5.0,1660.1555347442627,,
V4_force_medium_multiplier,motor temp anomaly on Machine 2,2.0,ONLINE,ONLINE,True,37.662681579589844,Xs3,MEDIUM,0.76,5.0,1543.3790683746338,,
V4_force_medium_multiplier,oil pressure surge on Machine 3,3.0,ONLINE,ONLINE,True,40.04841232299805,Xs4,MEDIUM,0.78,5.0,1176.6283512115479,,
V4_force_medium_multiplier,vibration above normal on Machine 4,4.0,ONLINE,ONLINE,True,34.701602935791016,Xs0,MEDIUM,0.72,5.0,1543.4925556182861,,
V4_force_medium_multiplier,coolant flow disruption on Machine 5,5.0,ONLINE,ONLINE,True,51.9029426574707,W3,MEDIUM,0.76,5.0,1652.4848937988281,,
V4_force_medium_multiplier,catastrophic bearing failure on Machine 1,1.0,OFFLINE,ONLINE,False,31.569833755493164,Xs2,HIGH,0.91,5.0,1418.1556701660156,,
V4_force_medium_multiplier,complete motor breakdown on Machine 2,2.0,OFFLINE,ONLINE,False,59.34757995605469,W0,HIGH,0.96,5.0,1393.7737941741943,,
V4_force_medium_multiplier,oil pressure rupture on Machine 3,3.0,OFFLINE,ONLINE,False,33.86134719848633,Xs4,HIGH,0.93,5.0,1610.2657318115234,,
V4_force_medium_multiplier,explosion in Machine 4,4.0,OFFLINE,ONLINE,False,31.5651798248291,Xs2,HIGH,0.95,5.0,1145.207405090332,,
V4_force_medium_multiplier,shaft lock on Machine 5,5.0,OFFLINE,ONLINE,False,54.21699142456055,W0,HIGH,0.93,5.0,1417.4528121948242,,
V4_force_medium_multiplier,bearing overheat on metal press,1.0,ONLINE,ONLINE,True,35.940555572509766,Xs2,MEDIUM,0.78,5.0,1786.302089691162,,
V4_force_medium_multiplier,oil pressure surge on QC line,5.0,ONLINE,ONLINE,True,43.240028381347656,Xs4,MEDIUM,0.78,5.0,1297.6303100585938,,
V4_force_medium_multiplier,catastrophic failure on paint and coat,2.0,OFFLINE,ONLINE,False,32.5264778137207,Xs2,HIGH,0.92,5.0,2950.855493545532,,
V4_force_medium_multiplier,hi,1.0,REJECTED,REJECTED,True,,,,,,0.0021457672119140625,,
V4_force_medium_multiplier,what is the weather today,1.0,REJECTED,REJECTED,True,,,,,,0.0069141387939453125,,
V0_full_sequence,bearing temperature spike on Machine 3,,,,,34.99776077270508,Xs2,MEDIUM,,,1551.8243312835693,1.0,ONLINE
V0_full_sequence,bearing temperature spike on Machine 3,,,,,21.131555557250977,Xs2,MEDIUM,,,1533.0429077148438,2.0,DEGRADED
V0_full_sequence,bearing temperature spike on Machine 3,,,,,6.548772811889648,Xs2,MEDIUM,,,1537.9271507263184,3.0,OFFLINE
V3_no_cumulative,bearing temperature spike on Machine 3,,,,,38.64405822753906,Xs2,MEDIUM,,,1177.9136657714844,1.0,ONLINE
V3_no_cumulative,bearing temperature spike on Machine 3,,,,,39.066009521484375,Xs2,MEDIUM,,,1429.161787033081,2.0,ONLINE
V3_no_cumulative,bearing temperature spike on Machine 3,,,,,36.684539794921875,Xs2,MEDIUM,,,1410.7134342193604,3.0,ONLINE
