life_frac,pronostia_vib_median,pronostia_temp_median,original_vib_median,original_temp_median,calibrated_vib_median,calibrated_temp_median
0.59,-0.015132409389002052,0.8520174377310278,0.571247181923929,0.5688035983363804,-0.0010649340074031673,0.8945596292519679
0.6,-0.012296897146015002,0.8620216982024137,0.5812938825403828,0.5804647479675136,0.000300383652783749,0.8948451896927957
0.61,-0.01342928607937323,0.9117782239610124,0.5920398659454308,0.586534337695531,0.0013111878879779474,0.8991025553132108
0.62,-0.014285611307040622,0.9117782239610124,0.6041567196071962,0.6011313592658335,-0.0009947079877356566,0.9020516276850921
0.63,-0.014496777406470582,0.9152581288923641,0.6128139212344126,0.6112747761957631,0.000785837007584981,0.9096900123835567
0.64,-0.01513148443363653,0.919889754604508,0.6243526008945255,0.6192423354615083,-0.0006499706891584116,0.9146793347919092
0.65,-0.019730404049742387,0.9262792331431716,0.6342649628130634,0.6337198118007472,0.0014558034026137326,0.9224175771274448
0.66,-0.020152120364677402,0.930385199904818,0.6453018512887706,0.6442956705643197,-0.0001170214870900022,0.9236060389219249
0.67,-0.014555322308871781,0.9407264084668336,0.6562406671585481,0.6517103264301641,-0.0003285243854110272,0.9315939389111383
0.68,-0.015214684342265878,0.9436348151021805,0.6663282043005674,0.6656061557251043,-0.0003871884796101417,0.9277867672351952
0.6900000000000001,-0.017577996266613376,0.9696586677478524,0.6775987853692149,0.6756706244485797,-0.00017984987390150343,0.9335903785332511
0.7000000000000001,-0.016225622719668265,0.9386029708344528,0.6876542107373679,0.6838824773944853,3.7205580588360653e-06,0.9340278467402863
0.71,-0.01304244978546631,0.9362701162495148,0.6979200212741739,0.6950189549210931,-0.0007672325703797115,0.9457942379933839
0.72,-0.014416847377458701,0.9380612627688191,0.7092698678219409,0.7036433260612467,-0.0031937352819117306,0.9436035436258896
0.73,-0.014538309368142993,0.9386268879854415,0.719563227375857,0.7159284125536934,-0.0018789951069420564,0.9527273981292167
0.74,-0.012072747009452411,0.9399367530256871,0.7302495317276467,0.7265472985349062,-0.0014404280582150973,0.9520101803355556
0.75,-0.00963549940419925,0.9174963485889523,0.74018040865762,0.7395805382143299,-0.0005971429027502074,0.9542201931626175
0.76,-0.013928305183825514,0.9508535139361998,0.7514347209416941,0.7479953845704364,0.0006128383779770886,0.9568028120286627
0.77,-0.01136524186943392,0.9487456265057164,0.7620371346092762,0.7583541327336843,-0.0006125442694478642,0.9615906239093162
0.78,-0.005686211884390527,0.9410461686142925,0.771674011572357,0.7700465191712448,-0.0027203442903571138,0.9589001307312319
0.79,-0.009333098799041031,0.7652072804740787,0.7830735360107447,0.7817695308903183,-0.0006171793152777069,0.9651301930350312
0.8,-0.004483092703762368,0.7686753822459544,0.7934046257573566,0.7899621240066059,0.00014865952716021095,0.963613022404585
0.81,-0.010932990565135643,0.787752946812409,0.8044979004359374,0.8017263839783138,0.0012926406348262108,0.96856934377519
0.8200000000000001,-0.012628596312101968,0.8642819235601437,0.8155280874674005,0.812142382727749,-0.003264862598835358,0.9711837252385696
0.8300000000000001,-0.007683596370319093,0.8642819235601437,0.8252062938193154,0.8214800339843031,-0.0006768301656301522,0.9718150074620824
0.84,-0.007683596370319093,0.9385663831623461,0.8348869023206791,0.8316494622293886,0.001310568297236434,0.9709521056657745
0.85,0.0035142735811187773,0.9297923583149372,0.8465759971176484,0.8436830938489197,0.0028465850277933167,0.9717485628893809
0.86,0.006053540284281089,0.8827316366231585,0.8567201652237424,0.855284714039755,0.002056366903844072,0.9812847402679089
0.87,0.027871558994094117,0.948212191826168,0.8672949135137334,0.8617793298077294,0.004251356321497469,0.9808171986347194
0.88,0.01641108965862358,0.9782199883332949,0.8776261242695131,0.8763967843311458,0.006887969520299066,0.9890285629255342
0.89,0.024390095304385212,0.9189873784337312,0.8884148361329811,0.8839152341646612,0.011585111065513642,0.9863996607557881
0.9,0.020417572596485644,0.95843122457486,0.8999114436738789,0.8983299537382144,0.017493669541713896,0.9868506473247465
0.91,0.02636736754176543,0.9920382641985787,0.90995570886234,0.9090792729056838,0.028523378780987013,0.990229165014075
0.92,0.026769060980771482,0.9885234159042567,0.9201605971285444,0.9167350028554727,0.04168384266684264,0.9909851222031564
0.93,0.02452671810422227,0.9801613313178069,0.9309592064843104,0.9269221651623645,0.06517904656092792,0.9932558463649839
0.9400000000000001,0.03475355766764574,0.9464528943315227,0.9418051382946371,0.9383181946077841,0.09876301447440337,0.9970491776787949
0.9500000000000001,0.03828575499508,0.9671995136019298,0.9528232213742759,0.9495863429744984,0.1500923243660307,0.9929942008389919
0.96,0.24929217331038386,0.9831204909583026,0.9632016725044225,0.9599068551848828,0.22667370685493504,0.9949574109830781
0.97,0.23856915992656505,0.9767957532550862,0.9731070939594508,0.9685074390324964,0.3477163598604044,0.9909732008786591
0.98,0.41094179253594876,0.9907152858428806,0.9832106535084423,0.9843620417370089,0.533714719150143,0.997046038525198
0.99,0.8001488637627385,0.9924129592111203,0.9945884591448908,0.9973559913311656,0.8071122239050432,1.0007091522742289
1.0,1.0615762522445498,1.002538428913566,1.0019477628012121,0.9998028119543017,1.145084424664307,1.0007252511824638
